0	14 15 100 100 76 100 58 58 56 48 41 27 26 26 27 29 10 10 10 9 10 14 13 14
0	14 15 16 100 76 100 58 58 56 48 41 27 27 26 26 29 10 11 10 9 10 14 14 14
0	14 15 16 16 76 100 58 58 56 48 41 29 27 26 26 27 10 11 10 9 10 14 14 14
0	16 15 16 16 77 100 58 58 56 56 41 29 27 26 26 26 11 11 10 10 15 14 14 14
0	15 16 16 100 77 100 58 58 56 48 40 29 26 25 26 26 27 11 10 10 10 14 14 14
0	15 16 16 17 77 100 100 58 56 56 40 28 25 25 25 26 26 11 10 10 10 15 14 15
0	16 16 17 17 77 58 100 58 55 55 40 28 25 25 25 26 11 11 10 10 10 15 15 16
0	16 17 17 18 77 100 58 58 55 55 40 28 25 25 25 25 11 11 10 10 10 100 15 17
0	16 17 17 99 77 100 100 57 55 55 39 27 25 24 25 25 11 12 10 10 10 100 15 17
0	16 17 17 92 77 100 58 57 55 55 39 27 25 24 24 25 11 12 10 10 10 100 16 18
0	17 18 18 92 77 100 58 57 55 54 39 27 24 24 24 24 25 11 10 10 10 100 12 17
0	17 18 18 92 78 100 57 57 54 54 38 26 24 23 23 27 28 11 10 10 10 17 12 17
0	17 18 19 92 78 100 57 57 54 54 38 26 23 23 23 26 27 11 11 10 11 100 17 17
0	18 19 19 92 78 100 57 57 54 54 38 26 23 23 23 23 27 11 11 10 11 100 17 18
0	18 19 19 92 78 100 57 57 53 53 37 25 22 22 22 26 18 11 11 11 11 100 17 19
0	19 19 20 92 78 100 57 56 53 53 37 26 22 22 22 26 17 11 11 11 11 100 18 18
0	19 20 20 92 78 100 57 56 53 53 37 22 22 21 22 22 17 11 11 11 11 100 18 18
0	20 20 20 92 79 100 57 56 53 53 36 22 21 21 21 22 17 12 11 11 11 100 19 19
0	20 21 21 93 79 100 57 56 52 52 36 24 21 21 21 21 17 12 11 11 11 100 19 19
0	20 21 21 93 79 100 56 56 52 52 36 26 20 20 20 21 25 12 11 11 11 100 19 19
